id,title,pl_source_id,pl_source_display_name,publication_year
W3110108543,What explains the investment decision-making behaviour The role of financial literacy and financial risk tolerance,S4210187274,Afro-Asian journal of finance and accounting,2021
W3170106683,On the impact of sentiment on stock returns: the case of Dhaka Stock Exchange,S4210187274,Afro-Asian journal of finance and accounting,2021
W3170935504,Enhancing internal auditors' risk assessment through governance and cognition: an Egyptian perspective,S4210187274,Afro-Asian journal of finance and accounting,2021
W3209492649,The herding behaviour on Pakistan stock exchange – using firm-level data,S4210187274,Afro-Asian journal of finance and accounting,2020
W3215262956,"Loan loss provisions, earnings management, capital management, and signalling: the case of Vietnamese banks",S4210187274,Afro-Asian journal of finance and accounting,2020
W4234906731,Managerial entrenchment hypothesis and dividend payout policy,S4210187274,Afro-Asian journal of finance and accounting,2021
W4235662661,The effect of tax and economic freedom on capital investment and foreign direct investment: empirical evidence from a panel of countries around the world,S4210187274,Afro-Asian journal of finance and accounting,2021
W4235917418,The effect of financial leverage on banks' performance: empirical evidence from a frontier market - the Amman Stock Exchange,S4210187274,Afro-Asian journal of finance and accounting,2021
W4246862085,Active trading strategies based on momentum and term structure signals in commodity futures market: evidence from India,S4210187274,Afro-Asian journal of finance and accounting,2021
W4251242413,Factors that drive dividend payout decisions: an investigation in the context of Bangladesh,S4210187274,Afro-Asian journal of finance and accounting,2020
W4251995333,The effect of audit committee characteristics on earnings management: the case of Indonesia,S4210187274,Afro-Asian journal of finance and accounting,2020
W4252081963,Day of the week effect anomaly in Dhaka Stock Exchange post crisis period: evidence from Bangladesh capital market,S4210187274,Afro-Asian journal of finance and accounting,2020
W4252118828,Macro determinants of stock market volatility: evidence from Middle East region,S4210187274,Afro-Asian journal of finance and accounting,2021
W4252450291,Macroprudential policy and financing behaviour in emerging markets: bank-level evidence from Indonesian dual banking,S4210187274,Afro-Asian journal of finance and accounting,2020
W2901541253,Value relevance of reported financials of NSE listed companies,S4210187274,Afro-Asian journal of finance and accounting,2019
W2902161948,The influence of tax manipulation upon financial performance: evidence from Bangladesh,S4210187274,Afro-Asian journal of finance and accounting,2019
W2902579075,The impact of large ownership on capital structure of Vietnamese listed firms,S4210187274,Afro-Asian journal of finance and accounting,2019
W2902829978,Effect of mergers and acquisitions on short-term gain to equity shareholders of acquiring firms in India,S4210187274,Afro-Asian journal of finance and accounting,2019
W2903958594,Bank specific and economic factors on bank's non-interest-based activities in Asia Pacific region,S4210187274,Afro-Asian journal of finance and accounting,2019
W2905247079,Should Indonesia adopt a basket currency regime?,S4210187274,Afro-Asian journal of finance and accounting,2019
W2909895159,Decomposition of the dividend forecast model: firm characteristics or market discrimination Evidence from the Korean market,S4210187274,Afro-Asian journal of finance and accounting,2019
W2915577159,The role of the audit committee in moderating the negative effect of non-audit services on earnings management among industrial firms listed on the Amman Stock Exchange,S4210187274,Afro-Asian journal of finance and accounting,2019
W2940583889,Pricing efficiency of exchange traded funds tracking the Gulf Cooperation Countries,S4210187274,Afro-Asian journal of finance and accounting,2019
W2941238593,The determinants of capital structure: the Levant versus Gulf Cooperation Council firms,S4210187274,Afro-Asian journal of finance and accounting,2019
W2941738220,The interrelation between Baltic Dry Index a practical economic indicator and emerging stock market indices,S4210187274,Afro-Asian journal of finance and accounting,2019
W2942098688,Nonlinear association between controlling shareholders and leverage: evidence from Jordan,S4210187274,Afro-Asian journal of finance and accounting,2019
W2955505994,Infrastructure-FDI nexus in Nigeria: insights from nonlinear threshold regression model,S4210187274,Afro-Asian journal of finance and accounting,2019
W2969303597,Investigation on leveraging effect of women directors on the board on R&D investment and firms financial performance in the context of developing countries: evidence from Indonesia,S4210187274,Afro-Asian journal of finance and accounting,2019
W2977321368,Modelling and forecasting volatility for BSE and NSE stock index: linear vs. nonlinear approach,S4210187274,Afro-Asian journal of finance and accounting,2019
W2978096002,"Firm attributes, earnings management, and anti-corruption activities in Thai-listed firms",S4210187274,Afro-Asian journal of finance and accounting,2019
W2979191210,Technical analysis and National Stock Exchange of India: testing the RSI rule using CNX Nifty index,S4210187274,Afro-Asian journal of finance and accounting,2019
W4234743448,Modelling and forecasting volatility for BSE and NSE stock index: linear vs. nonlinear approach,S4210187274,Afro-Asian journal of finance and accounting,2019
W4237616055,Examining bank-specific determinants of the dividend payout ratio of Sub-Saharan Africa banks: the panel GMM approach,S4210187274,Afro-Asian journal of finance and accounting,2019
W4240542312,Stock market behaviour: efficient or adaptive Evidence from the Pakistan Stock Exchange,S4210187274,Afro-Asian journal of finance and accounting,2019
W4242860224,Effect of mergers and acquisitions on short-term gain to equity shareholders of acquiring firms in India,S4210187274,Afro-Asian journal of finance and accounting,2019
W4246082132,The influence of tax manipulation upon financial performance: evidence from Bangladesh,S4210187274,Afro-Asian journal of finance and accounting,2019
W4246973268,The effects of market power on stability: do diversification and earnings strategy matter,S4210187274,Afro-Asian journal of finance and accounting,2019
W4247902875,Technical analysis and National Stock Exchange of India: testing the RSI rule using CNX Nifty index,S4210187274,Afro-Asian journal of finance and accounting,2019
W4250199818,Bank specific and economic factors on bank's non-interest-based activities in Asia Pacific region,S4210187274,Afro-Asian journal of finance and accounting,2019
W4253541856,Are stock returns persistent Study on Asian stock exchanges,S4210187274,Afro-Asian journal of finance and accounting,2019
W2999593835,"Financial constraints, corporate debt maturity and firm performance: the case of firms in Southeast Asian countries",S4210187274,Afro-Asian journal of finance and accounting,2020
W3010840777,Corporate governance and investment cash-flow sensitivity: evidence from Tunisia,S4210187274,Afro-Asian journal of finance and accounting,2020
W3011284205,Debt maturity and the development of financial markets in Vietnamese listed firms,S4210187274,Afro-Asian journal of finance and accounting,2020
W3011400799,An approach to corporate capital structure of Southeast Asian countries,S4210187274,Afro-Asian journal of finance and accounting,2020
W3011897544,An empirical examination of correlation dynamics between commodity and equity derivative indices: evidence from India using DCC-GARCH models,S4210187274,Afro-Asian journal of finance and accounting,2020
W3012529625,The impact of financial flexibility on debt maturity structure for Australian and Malaysian firms,S4210187274,Afro-Asian journal of finance and accounting,2020
W3014979000,Factors influencing the application of fair value of Vietnamese enterprises: an extension study of the theory of planned behaviour,S4210187274,Afro-Asian journal of finance and accounting,2020
W3021459968,The impacts of public investment on return and economic growth by economic industry in Vietnam,S4210187274,Afro-Asian journal of finance and accounting,2020
W3022206427,Board attributes and voluntary disclosure in an emerging economy: evidence from Nigeria,S4210187274,Afro-Asian journal of finance and accounting,2020
W3022242299,Volatility interdependency: a quantile regression analysis in Asian stock markets,S4210187274,Afro-Asian journal of finance and accounting,2020
W3023670930,Factors that drive dividend payout decisions: an investigation in the context of Bangladesh,S4210187274,Afro-Asian journal of finance and accounting,2020
W3023758738,The effect of dividend payouts on future earnings,S4210187274,Afro-Asian journal of finance and accounting,2020
W3023778502,Capital structure and profitability in a tax-free country: evidence from the UAE,S4210187274,Afro-Asian journal of finance and accounting,2020
W3023949600,The stability of money demand in India in the post reform period: an empirical analysis,S4210187274,Afro-Asian journal of finance and accounting,2020
W3024552640,Relationship between debt maturity and IPO: the case of Indonesian firms,S4210187274,Afro-Asian journal of finance and accounting,2020
W3024605277,The effect of audit committee characteristics on earnings management: the case of Indonesia,S4210187274,Afro-Asian journal of finance and accounting,2020
W3024840856,Day of the week effect anomaly in Dhaka Stock Exchange post crisis period: evidence from Bangladesh capital market,S4210187274,Afro-Asian journal of finance and accounting,2020
W3025158054,Macroprudential policy and financing behaviour in emerging markets: bank-level evidence from Indonesian dual banking,S4210187274,Afro-Asian journal of finance and accounting,2020
W3025697815,Analysing the stability of bankruptcy prediction models,S4210187274,Afro-Asian journal of finance and accounting,2020
W4230592366,Relationship between debt maturity and IPO: the case of Indonesian firms,S4210187274,Afro-Asian journal of finance and accounting,2020
W4231870883,Volatility interdependency: a quantile regression analysis in Asian stock markets,S4210187274,Afro-Asian journal of finance and accounting,2020
W4236211743,The effect of dividend payouts on future earnings,S4210187274,Afro-Asian journal of finance and accounting,2020
W4236560703,Analysing the stability of bankruptcy prediction models,S4210187274,Afro-Asian journal of finance and accounting,2020
W4237485483,The stability of money demand in India in the post reform period: an empirical analysis,S4210187274,Afro-Asian journal of finance and accounting,2020
W4237784978,The impact of financial flexibility on debt maturity structure for Australian and Malaysian firms,S4210187274,Afro-Asian journal of finance and accounting,2020
W4239528859,Operating performance and earnings management in Egypt,S4210187274,Afro-Asian journal of finance and accounting,2020
W4243564705,An approach to corporate capital structure of Southeast Asian countries,S4210187274,Afro-Asian journal of finance and accounting,2020
W4245504452,Analysing the effect of trading characteristics on liquidity measures – a combined approach to liquidity: evidences from Tehran Stock Exchange,S4210187274,Afro-Asian journal of finance and accounting,2020
W4247768546,Impact of monetary policy announcements on bank index in India,S4210187274,Afro-Asian journal of finance and accounting,2020
W4248020070,An empirical examination of correlation dynamics between commodity and equity derivative indices: evidence from India using DCC-GARCH models,S4210187274,Afro-Asian journal of finance and accounting,2020
W4252795453,Decomposition of the dividend forecast model: firm characteristics or market discrimination Evidence from the Korean market,S4210187274,Afro-Asian journal of finance and accounting,2020
W4253075677,Should Indonesia adopt a basket currency regime,S4210187274,Afro-Asian journal of finance and accounting,2020
W4253650149,Capital structure and profitability in a tax-free country: evidence from the UAE,S4210187274,Afro-Asian journal of finance and accounting,2020
W4255698045,Investigation on leveraging effect of women directors on board to R&amp;D investment and firms' financial performance in the context of developing countries: evidence from Indonesia,S4210187274,Afro-Asian journal of finance and accounting,2020
W4256006562,Empirical tests of the Fama-French five-factor model in Indonesia and Singapore,S4210187274,Afro-Asian journal of finance and accounting,2020
W4256321544,The impacts of public investment on return and economic growth by economic industry in Vietnam,S4210187274,Afro-Asian journal of finance and accounting,2020
W3082966607,The effect of tax and economic freedom on capital investment and foreign direct investment: empirical evidence from a panel of countries around the world.,S4210187274,Afro-Asian journal of finance and accounting,2021
W3106935177,Certification role of transparency and anchor investors in Indian IPOs,S4210187274,Afro-Asian journal of finance and accounting,2021
W3108154690,Tax incentives and industrial productivity: evidence from Nigeria,S4210187274,Afro-Asian journal of finance and accounting,2021
W3108497291,On the robustness of the Fama-French three-factor and the Carhart four-factor models on the Amman Stock Exchange,S4210187274,Afro-Asian journal of finance and accounting,2021
W3108618175,Active trading strategies based on momentum and term structure signals in commodity futures market: evidence from India,S4210187274,Afro-Asian journal of finance and accounting,2021
W3109012829,Risk governance and firm value: exploring the hierarchical regression method,S4210187274,Afro-Asian journal of finance and accounting,2021
W3114863363,The influence of foreign currency earnings and foreign capital on earnings management,S4210187274,Afro-Asian journal of finance and accounting,2021
W3126239099,"Impact of crude oil price shocks on industrial output, inflation and exchange rate: evidence from five emerging Asian economies",S4210187274,Afro-Asian journal of finance and accounting,2021
W3126450512,The effect of financial leverage on banks' performance: empirical evidence from a frontier market - the Amman Stock Exchange,S4210187274,Afro-Asian journal of finance and accounting,2021
W3126793312,Managerial entrenchment hypothesis and dividend payout policy,S4210187274,Afro-Asian journal of finance and accounting,2021
W3133405599,"The effect of corporate governance, dividend policy and informativeness of risk disclosure on the firm value: Egyptian evidence",S4210187274,Afro-Asian journal of finance and accounting,2021
W3137411997,Idiosyncratic volatility and average stock returns: evidence from Sri Lanka,S4210187274,Afro-Asian journal of finance and accounting,2021
W3140610013,Corporate governance and economic growth in sub-Saharan Africa,S4210187274,Afro-Asian journal of finance and accounting,2021
W3155007453,Different levels of family ownership and dividend payout in the presence of growth opportunities,S4210187274,Afro-Asian journal of finance and accounting,2021
W3165287100,"Asymmetric nonlinear analyses of banking sector behaviour, markets and interest rate risks in Africa's frontier economy",S4210187274,Afro-Asian journal of finance and accounting,2021
W3166160284,Impact of corporate governance on dividend policy in India,S4210187274,Afro-Asian journal of finance and accounting,2021
W3167083100,Macro determinants of stock market volatility: evidence from Middle East region,S4210187274,Afro-Asian journal of finance and accounting,2021
W3173103391,"Corporate board monitoring, political connection and real earnings management practice in Nigeria",S4210187274,Afro-Asian journal of finance and accounting,2021
W3174372366,Dividend policy and stock price: evidence from Vietnam,S4210187274,Afro-Asian journal of finance and accounting,2021
W3199254652,Determinants of intellectual capital performance in banks: empirical insights from an emerging market,S4210187274,Afro-Asian journal of finance and accounting,2021
W3199400243,Financial restructuring of firms under weak bankruptcy laws - an Indian experience,S4210187274,Afro-Asian journal of finance and accounting,2021
W3199534031,An analysis of pricing efficiency of exchange traded funds in India using ARDL bounds test approach,S4210187274,Afro-Asian journal of finance and accounting,2021
W3200370136,Does fund managers' timing ability depend on market conditions Evidence from Turkish variable funds,S4210187274,Afro-Asian journal of finance and accounting,2021
W3200871326,International financial reporting standards adoption and accounting quality: evidence from Ghanaian listed firms,S4210187274,Afro-Asian journal of finance and accounting,2021
W3200875147,Do demand curves for stocks slope down - new evidence from a unique event in India,S4210187274,Afro-Asian journal of finance and accounting,2021
W3201180510,Does earnings management impact firm performance Empirical evidence from India,S4210187274,Afro-Asian journal of finance and accounting,2021
W4206606044,Effect of financial derivatives on the performance of commercial banks in Nigeria,S4210187274,Afro-Asian journal of finance and accounting,2021
W4206703504,How debt maturity reacts to the interactions of internal corporate governance mechanisms,S4210187274,Afro-Asian journal of finance and accounting,2021
W4207029552,IAS-24 related party disclosure compliance and corporate governance: evidence from an emerging market,S4210187274,Afro-Asian journal of finance and accounting,2021
W4207044060,"Performance, persistence and explanation of value premium: evidence from Indian stock market",S4210187274,Afro-Asian journal of finance and accounting,2021
W4230965207,Impact of corporate governance on dividend policy in India,S4210187274,Afro-Asian journal of finance and accounting,2021
W4231333556,Certification role of transparency and anchor investors in Indian IPOs,S4210187274,Afro-Asian journal of finance and accounting,2021
W4233543977,On the impact of sentiment on stock returns: the case of Dhaka Stock Exchange,S4210187274,Afro-Asian journal of finance and accounting,2021
W4234177764,The influence of foreign currency earnings and foreign capital on earnings management,S4210187274,Afro-Asian journal of finance and accounting,2021
W4235216572,"Impact of crude oil price shocks on industrial output, inflation and exchange rate: evidence from five emerging Asian economies",S4210187274,Afro-Asian journal of finance and accounting,2021
W4237768293,Corporate governance and economic growth in Sub-Saharan Africa,S4210187274,Afro-Asian journal of finance and accounting,2021
W4242519746,"Asymmetric nonlinear analyses of banking sector behaviour, markets and interest rate risks in Africa's frontier economy",S4210187274,Afro-Asian journal of finance and accounting,2021
W4245118825,Factors influencing the application of fair value of Vietnamese enterprises: an extension study of the theory of planned behaviour,S4210187274,Afro-Asian journal of finance and accounting,2021
W4246159406,Enhancing internal auditors' risk assessment through governance and cognition: an Egyptian perspective,S4210187274,Afro-Asian journal of finance and accounting,2021
W4252908938,Idiosyncratic volatility and average stock returns: evidence from Sri Lanka,S4210187274,Afro-Asian journal of finance and accounting,2021
W2318595522,The financial crisis of 2008 and stock market volatility - analysis and impact on emerging economies pre and post crisis,S4210187274,Afro-Asian journal of finance and accounting,2014
W2091822263,The association between disclosure level and cost of capital in an emerging market: evidence from Egypt,S4210187274,Afro-Asian journal of finance and accounting,2014
W2010218959,Behavioural factors influencing investment decisions in the Kenyan property market,S4210187274,Afro-Asian journal of finance and accounting,2014
W2112153796,Sukuk spreads determinants and pricing model methodology,S4210187274,Afro-Asian journal of finance and accounting,2013
W2119610491,Internal and external determinants of profitability of Islamic banks in Sudan: evidence from panel data,S4210187274,Afro-Asian journal of finance and accounting,2013
W3121431278,Corporate governance mechanisms and firm performance: a study of select Indian firms,S4210187274,Afro-Asian journal of finance and accounting,2013
W3125084972,Does one size fit all? An empirical investigation of board structure on family firms' financial performance,S4210187274,Afro-Asian journal of finance and accounting,2012
W1988005249,"Corporate governance, ownership structure and voluntary disclosure: evidence from listed firms in Malaysia",S4210187274,Afro-Asian journal of finance and accounting,2013
W2044371842,Audit quality and cost of equity capital,S4210187274,Afro-Asian journal of finance and accounting,2014
W1987029104,"Islamic banks' risk, profitability and risk disclosure",S4210187274,Afro-Asian journal of finance and accounting,2012
W2111897022,Standardisation of Islamic banking practices: a regulatory perspective,S4210187274,Afro-Asian journal of finance and accounting,2014
W2332488902,Profitable trading strategies based on price multiple information: evidence from India,S4210187274,Afro-Asian journal of finance and accounting,2014
W2058012317,Determinants of personal saving: a study of salaried individuals in Thailand,S4210187274,Afro-Asian journal of finance and accounting,2012
W2056207540,The predictive ability of consumer sentiment's volatility to the Malaysian stock market's volatility,S4210187274,Afro-Asian journal of finance and accounting,2014
W2063699214,A study to examine the determinants of job satisfaction for professional accountants in Tanzania,S4210187274,Afro-Asian journal of finance and accounting,2012
W2099904389,IFRS adoption and the opinion of OHADA accountants,S4210187274,Afro-Asian journal of finance and accounting,2014
W2119613511,Financial sector reforms and economic growth: the West African experience,S4210187274,Afro-Asian journal of finance and accounting,2014
W2007685451,Regulation and risk taking in the banking industry: evidence from Tunisia,S4210187274,Afro-Asian journal of finance and accounting,2012
W2037249892,Role of organisational culture on performance measurement practice: the case of Malaysian manufacturing firms,S4210187274,Afro-Asian journal of finance and accounting,2013
W2154374096,"Momentum strategies, information diffusion, and investor conservatism in Asian-Pacific region",S4210187274,Afro-Asian journal of finance and accounting,2012
W2036121536,"Does income moderate between risk aversion, information search behaviour and risky decision-making behaviour of investor? A case from Pakistan",S4210187274,Afro-Asian journal of finance and accounting,2014
W1965036107,Evolving efficiency of the Saudi Arabian stock market via Shannon entropy approach: a study on sector-based data,S4210187274,Afro-Asian journal of finance and accounting,2014
W1979113520,The effects of second language on ethical judgement in accounting,S4210187274,Afro-Asian journal of finance and accounting,2014
W2053606960,Performance measurement link between the balanced scorecard dimensions: an empirical study of the manufacturing sector in Malaysia,S4210187274,Afro-Asian journal of finance and accounting,2014
W2069490271,Real dividend - stock market price causality nexus: an application of Markov switching model,S4210187274,Afro-Asian journal of finance and accounting,2014
W2153545470,"Underpricing, long-run performance and secondary-market liquidity: an empirical examination of Indian IPO market",S4210187274,Afro-Asian journal of finance and accounting,2014
W1980572790,IPO underpricing and their determinants: penny stocks versus non-penny stocks,S4210187274,Afro-Asian journal of finance and accounting,2012
W2064339028,The role of leverage and stock-based variables in the prediction of cash flows and earnings  some evidence from India,S4210187274,Afro-Asian journal of finance and accounting,2012
W2153951730,Asset pricing and co-skewness risk: evidence from India,S4210187274,Afro-Asian journal of finance and accounting,2013
W2051293951,Assessing the cost of deposit insurance and moral hazard effect: evidence from banking sector in Sudan,S4210187274,Afro-Asian journal of finance and accounting,2014
W2069799212,How do investors' subscription rate and pattern affect underpricing? An empirical investigation for Indian IPOs,S4210187274,Afro-Asian journal of finance and accounting,2014
W2135056437,Does lack of timeliness explain low contemporaneous returns-earnings association?,S4210187274,Afro-Asian journal of finance and accounting,2014
W2147611477,Analysing security performance in Morocco and South Africa using CAPM,S4210187274,Afro-Asian journal of finance and accounting,2014
W2335643021,Excessive CEO compensation and performance in French family firms,S4210187274,Afro-Asian journal of finance and accounting,2014
W2027654970,An investigation of return-volatility relationship using high-frequency VKOSPI data,S4210187274,Afro-Asian journal of finance and accounting,2013
W2055956922,Single and multiple risk factors in the Egyptian stock market,S4210187274,Afro-Asian journal of finance and accounting,2013
W2088536272,Value creation in going private transactions,S4210187274,Afro-Asian journal of finance and accounting,2013
W2094810533,Determinants of euro-dollar exchange rate: an empirical analysis,S4210187274,Afro-Asian journal of finance and accounting,2012
W2105348646,Financial instruments disclosure in an unregulated and regulated reporting environment: a proprietary cost perspective,S4210187274,Afro-Asian journal of finance and accounting,2012
W2038058997,Compliance with International Accounting Standards in a national context: some empirical evidence from the Cairo and Alexandria Stock Exchanges,S4210187274,Afro-Asian journal of finance and accounting,2008
W1973951047,Liberalisation and the value relevance of accrual accounting information: evidence from the Johannesburg securities exchange,S4210187274,Afro-Asian journal of finance and accounting,2008
W2107048659,Corporate governance and earnings management: evidence from Iran,S4210187274,Afro-Asian journal of finance and accounting,2008
W2057313816,An empirical study on the relationship between ownership and firm performance: Taiwan evidence,S4210187274,Afro-Asian journal of finance and accounting,2008
W3124395711,What drives short-term GCC stock market returns? Empirical evidence from fat-tailed distribution,S4210187274,Afro-Asian journal of finance and accounting,2008
W2070697660,Firm leverage and the private benefits of control in Chinese firms,S4210187274,Afro-Asian journal of finance and accounting,2008
W2080425430,Dividend policy choice: do earnings or investment opportunities matter?,S4210187274,Afro-Asian journal of finance and accounting,2008
W2139089907,The influence of economic fluctuations on corporate financing decisions: South African evidence,S4210187274,Afro-Asian journal of finance and accounting,2008
W2060595027,The impact of differences in ambiguity tolerance on accounting standard interpretation: implications and responses,S4210187274,Afro-Asian journal of finance and accounting,2008
W2018109649,"Book Review: Accounting for Governmental and Nonprofit Entities by Earl R. Wilson, Susan C. Kattelus and Jacqueline L. Reck",S4210187274,Afro-Asian journal of finance and accounting,2008
W2037678156,Forecasting volatility in Gulf Cooperation Council emerging markets: the predictive power of alternative models,S4210187274,Afro-Asian journal of finance and accounting,2008
W2062988091,Effect of futures trading on spot price volatility: evidence for NSE Nifty using GARCH,S4210187274,Afro-Asian journal of finance and accounting,2008
W2144716689,FII share and bank performance: an empirical analysis of Indian banks,S4210187274,Afro-Asian journal of finance and accounting,2008
W2147765213,Do European Union farmers reject genetically modified maize? : farmer preferences for genetically modified maize in Greece,S4306500917,AgBioForum,2012
W201685435,"Farmers' interest in growing GM crops in the UK, in the context of a range of on-farm coexistence issues",S4306500917,AgBioForum,2014
W2512419335,Biological confinement strategies for seed- and pollen-mediated gene flow of GM canola (Brassica napus L.),S4306500917,AgBioForum,2012
W1484540533,Influence of Air Temperature on the Stability of Cytoplasmic Male Sterility (CMS) in Maize (Zea mays L.),S4306500917,AgBioForum,2014
W2278058250,Ex-ante analysis of economic returns from biological control of coconut mite in Tanzania,S4306500917,AgBioForum,2013
W2151775726,Patterns of Political Response to Biofortified Varieties of Crops Produced with Different Breeding Techniques and Agronomic Traits,S4306500917,AgBioForum,2008
W1525942709,Biofuels in the US: today and in the future,S4306500917,AgBioForum,2008
W999242385,"The Economic Realities, Sustainable Opportunities, and Technical Promises of Biofuels",S4306500917,AgBioForum,2008
W3150848423,Insect Resistance Management for Bt Corn: An Assessment of Community Refuge Schemes,S4306500917,AgBioForum,2006
W2182928519,How External Political-Economic Forces Affect Firms' Attitudes Toward the Industrial Use of Genetically Modified Organisms: An Analysis in the South Korean Context,S4306500917,AgBioForum,2008
W2891287676,Income inequality in New Zealand: Why conventional estimates are misleading,S2765075597,Agenda: a journal of policy analysis and reform,2019
W1950947100,Fabricating Invention: The Patent Malfunction of Australian Patent Law,S2765075597,Agenda: a journal of policy analysis and reform,2013
W161650011,Stimulating Savings: An Analysis of Cash Handouts in Australia and the United States,S2765075597,Agenda: a journal of policy analysis and reform,2013
W2257898655,Is Academic Economics Withering in Australia?,S2765075597,Agenda: a journal of policy analysis and reform,2014
W2120907913,Investments in Fire Management: Does Saving Lives Cost Lives?,S2765075597,Agenda: a journal of policy analysis and reform,2012
W2127548673,The Plain Truth about Plain Packaging: An Econometric Analysis of the Australian 2011 Tobacco Plain Packaging Act,S2765075597,Agenda: a journal of policy analysis and reform,2014
W268272849,Citations as a Measure of the Research Outputs of New Zealand’s Economics Departments: The Problem of ‘Long and Variable Lags’,S2765075597,Agenda: a journal of policy analysis and reform,2012
W277459700,Beveridge and the Brief Life of ‘Social Biology’ at the LSE,S2765075597,Agenda: a journal of policy analysis and reform,2013
W2207121830,Reflecting on the Growth of Indigenous Self-employment,S2765075597,Agenda: a journal of policy analysis and reform,2014
W198322204,Paved With Good Intentions: The Road Home and the Irreducible Minimum of Homelessness in Australia,S2765075597,Agenda: a journal of policy analysis and reform,2012
W2789259910,Excellence in Research for Australia: An Audit of the Applied Economics Rankings,S2765075597,Agenda: a journal of policy analysis and reform,2013
W38413154,Age Bias in the Australian Welfare State,S2765075597,Agenda: a journal of policy analysis and reform,2013
W46085276,The Treasury’s Non-modelling of the Stimulus,S2765075597,Agenda: a journal of policy analysis and reform,2012
W1766113557,Paying the Penalty? The High Price of Penalty Rates in Australian Restaurants,S2765075597,Agenda: a journal of policy analysis and reform,2014
W3123488393,Capital in the Twenty-First Century: A Critique of Thomas Piketty’s Political Economy,S2765075597,Agenda: a journal of policy analysis and reform,2014
W282571435,The Treasury–KPMG Econtech Modelling of the Excess Burden of Mining Taxation: Some Doubts,S2765075597,Agenda: a journal of policy analysis and reform,2012
W283734557,Modelling as Agit-prop: The Treasury’s Role in Australia’s Carbon Tax Debate,S2765075597,Agenda: a journal of policy analysis and reform,2012
W306169826,Australia’s 2009 ATM Reforms: Transparency for Transparency’s Sake,S2765075597,Agenda: a journal of policy analysis and reform,2012
W3123083283,Why Johnny Can’t Regulate: The Case of Natural Monopoly,S2765075597,Agenda: a journal of policy analysis and reform,2013
W103545827,"The Power to Tax, 33 Years Later",S2765075597,Agenda: a journal of policy analysis and reform,2013
W2123777047,Evidence-free Policy: The Case of the National Injury Insurance Scheme,S2765075597,Agenda: a journal of policy analysis and reform,2013
W231758794,Is Policy Too Important to be Left to Empiricists? Lessons of the 2012 Nobel Prize in Economics,S2765075597,Agenda: a journal of policy analysis and reform,2013
W246575500,“Why Johnny Can’t Regulate”: A Reply to Ergas,S2765075597,Agenda: a journal of policy analysis and reform,2013
W254781930,Universities as Royal Courts: A Fable,S2765075597,Agenda: a journal of policy analysis and reform,2013
W271986087,A Rejoinder to Biggar,S2765075597,Agenda: a journal of policy analysis and reform,2013
W2793230247,Management of the Coastal Zone in Byron Bay: The Neglect of Medium-term Considerations,S2765075597,Agenda: a journal of policy analysis and reform,2013
W3125624491,A Critique of the Productivity Commission’s Cost-Benefit Analysis in the “Disability Care and Support” Report,S2765075597,Agenda: a journal of policy analysis and reform,2013
W1479786112,The Problem of Road Congestion: The Futility of “Avoidable Cost” Estimates,S2765075597,Agenda: a journal of policy analysis and reform,2012
W238345033,Taming Volatile Capital Flows in Emerging Economies,S2765075597,Agenda: a journal of policy analysis and reform,2012
W269368578,Australia’s NBN: Come Hell or High Water,S2765075597,Agenda: a journal of policy analysis and reform,2012
W2801107979,Australia’s Defence: A Review of the ‘Reviews’,S2765075597,Agenda: a journal of policy analysis and reform,2012
W2801422663,For a Charter of Modelling Honesty,S2765075597,Agenda: a journal of policy analysis and reform,2012
W29564689,Treasury Forecasts of Company Tax Revenue: Back of the Envelope or Back to the Drawing Board?,S2765075597,Agenda: a journal of policy analysis and reform,2012
W34544280,The Treasury–Reserve Bank ATM Taskforce Report: Would it Pass a Cost–Benefit Analysis?,S2765075597,Agenda: a journal of policy analysis and reform,2012
W65528679,Public Private Partnerships and Public Procurement,S2765075597,Agenda: a journal of policy analysis and reform,2007
W1839569743,Getting Real about Adapting to Climate Change: Using “Real Options” to Address the Uncertainties,S2765075597,Agenda: a journal of policy analysis and reform,2008
W1922850951,Conspicuous compassion and wicked problems: the Howard government's national emergency in Indigenous affairs,S2765075597,Agenda: a journal of policy analysis and reform,2007
W318784059,The Northern Territory Intervention in Aboriginal Affairs: Wicked Problem or Wicked Policy?,S2765075597,Agenda: a journal of policy analysis and reform,2008
W1591223055,Urban Water Policy: In Need of Economics,S2765075597,Agenda: a journal of policy analysis and reform,2006
W2151701948,Private Sector Lessons for Public Sector Reform in Indonesia,S2765075597,Agenda: a journal of policy analysis and reform,2006
W2535200703,The Economist’s Way of Thinking About Alcohol Policy,S2765075597,Agenda: a journal of policy analysis and reform,2008
W1598878320,Secret Econometric Business: Watching FuelWatch and the ACCC,S2765075597,Agenda: a journal of policy analysis and reform,2008
W1683239904,How Creative are the Super-Rich?,S2765075597,Agenda: a journal of policy analysis and reform,2006
W1911121909,Climate Policy: Where To and How?,S2765075597,Agenda: a journal of policy analysis and reform,2007
W1541863323,Economics of Plant Disease Outbreaks,S2765075597,Agenda: a journal of policy analysis and reform,2006
W2166246692,Economic Framework for Melbourne Traffic Planning,S2765075597,Agenda: a journal of policy analysis and reform,2006
W1535715736,Inclining Block Tariffs for Urban Water,S2765075597,Agenda: a journal of policy analysis and reform,2007
